INSERT INTO coche (Id_coche,id_cliente,matricula,marca,color,transmision,marca_neumaticos)
VALUES
('1', '3149', 'CAU-683', 'Bentley', 'Plateado', 'automatico', 'Brigdestone'),
('12594', '4025', 'TFW-093', 'Mercedes-Benz', 'Crema', 'estandar', 'Dunlop'),
('12595', '2667', 'YSE-011', 'Land Rover', 'Crema', 'estandar', 'Continental'),
('12596', '2215', 'BTS-909', 'Bentley', 'Crema', 'estandar', 'Continental'),
('12597', '3592', 'MEA-906', 'Porsche', 'Cian', 'automatico', 'Continental'),
('12598', '4020', 'DEL-353', 'SSC', 'Borgoña', 'estandar', 'Michelin'),
('12599', '3762', 'QNH-800', 'Rimac', 'Borgoña', 'automatico', 'Pirelli'),
('12600', '4259', 'JZM-258', 'Volkswagen', 'Dorado', 'automatico', 'Brigdestone'),
('12601', '1189', 'LYY-787', 'Subaru', 'Cian', 'estandar', 'Michelin'),
('12602', '3705', 'IAX-412', 'BMW', 'Cian', 'estandar', 'Brigdestone'),
('12603', '1947', 'DCD-059', 'Land Rover', 'Borgoña', 'estandar', 'Continental'),
('12604', '1030', 'FCX-123', 'Chevrolet', 'Dorado', 'estandar', 'Pirelli'),
('12605', '961', 'NFC-552', 'Chrysler', 'Dorado', 'automatico', 'Michelin'),
('12606', '1931', 'ZVB-824', 'Bentley', 'Plateado', 'estandar', 'Brigdestone'),
('12607', '4679', 'UFY-714', 'Cadillac', 'Plateado', 'automatico', 'Continental'),
('12608', '1670', 'XFQ-311', 'Peugeot', 'Crema', 'estandar', 'Continental'),
('12609', '811', 'SQL-602', 'Dodge', 'Dorado', 'automatico', 'Brigdestone'),
('12610', '1475', 'RUT-446', 'Toyota', 'Crema', 'estandar', 'Michelin'),
('12611', '2464', 'KMF-791', 'Ford', 'Plateado', 'estandar', 'Pirelli'),
('12612', '3234', 'YKZ-727', 'Rimac', 'Crema', 'automatico', 'Michelin'),
('12613', '2374', 'QMG-579', 'Land Rover', 'Violeta', 'automatico', 'Michelin'),
('12614', '2116', 'FPK-098', 'Koenigsegg', 'Dorado', 'automatico', 'Michelin'),
('12615', '277', 'VGC-065', 'Ford', 'Plateado', 'automatico', 'Dunlop'),
('12616', '2828', 'RBR-707', 'Maserati', 'Borgoña', 'automatico', 'Michelin'),
('12617', '3024', 'QUC-684', 'Ford', 'Violeta', 'automatico', 'Dunlop'),
('12618', '2766', 'CCU-274', 'Subaru', 'Borgoña', 'estandar', 'Michelin'),
('12619', '1682', 'MUD-619', 'Maserati', 'Violeta', 'estandar', 'Dunlop'),
('12620', '3135', 'DSA-716', 'Honda', 'Dorado', 'automatico', 'Pirelli'),
('12621', '2687', 'RAZ-591', 'Audi', 'Dorado', 'automatico', 'Michelin'),
('12622', '3778', 'RDK-441', 'Maserati', 'Dorado', 'estandar', 'Dunlop'),
('12623', '2052', 'UQE-063', 'Hyundai', 'Violeta', 'automatico', 'Dunlop'),
('12624', '2208', 'KED-744', 'Bentley', 'Crema', 'automatico', 'Continental'),
('12625', '4742', 'KFU-061', 'Ford', 'Borgoña', 'automatico', 'Dunlop'),
('12626', '915', 'PDI-539', 'Kia', 'Cian', 'estandar', 'Pirelli'),
('12627', '116', 'ZRX-631', 'Tesla', 'Cian', 'estandar', 'Pirelli'),
('12628', '2315', 'NPF-539', 'Kia', 'Borgoña', 'automatico', 'Continental'),
('12629', '2727', 'HMP-444', 'SSC', 'Plateado', 'estandar', 'Michelin'),
('12630', '3508', 'BAG-252', 'Ford', 'Violeta', 'estandar', 'Dunlop'),
('12631', '1393', 'OBV-493', 'SSC', 'Borgoña', 'estandar', 'Dunlop'),
('12632', '1147', 'WCN-264', 'Land Rover', 'Violeta', 'automatico', 'Dunlop'),
('12633', '3804', 'KCY-855', 'Jeep', 'Dorado', 'estandar', 'Michelin'),
('12634', '3542', 'LTV-739', 'BMW', 'Violeta', 'estandar', 'Michelin'),
('12635', '2894', 'FIH-781', 'Rimac', 'Plateado', 'automatico', 'Pirelli'),
('12636', '1454', 'OPE-069', 'Aston Martin', 'Plateado', 'estandar', 'Brigdestone'),
('12637', '3428', 'UPS-142', 'Ferrari', 'Crema', 'estandar', 'Dunlop'),
('12638', '3558', 'YLR-231', 'Mercedes-Benz', 'Borgoña', 'automatico', 'Pirelli'),
('12639', '3582', 'KZM-230', 'Tesla', 'Plateado', 'automatico', 'Pirelli'),
('12640', '1879', 'BHM-928', 'Toyota', 'Borgoña', 'estandar', 'Continental'),
('12641', '1878', 'QVZ-169', 'Subaru', 'Crema', 'estandar', 'Dunlop'),
('12642', '4132', 'DIS-798', 'Aston Martin', 'Crema', 'automatico', 'Pirelli'),
('12643', '5149', 'PIL-122', 'Koenigsegg', 'Dorado', 'automatico', 'Dunlop'),
('12644', '5115', 'RJL-133', 'Bentley', 'Crema', 'estandar', 'Dunlop'),
('12645', '1767', 'GPX-640', 'Renault', 'Crema', 'estandar', 'Pirelli'),
('12646', '4725', 'NCV-233', 'Chrysler', 'Cian', 'automatico', 'Continental'),
('12647', '626', 'KHN-526', 'Rimac', 'Borgoña', 'estandar', 'Brigdestone'),
('12648', '3825', 'QHS-919', 'Tesla', 'Dorado', 'automatico', 'Brigdestone'),
('12649', '4647', 'SQG-296', 'Nissan', 'Plateado', 'estandar', 'Pirelli'),
('12650', '341', 'WOC-150', 'Porsche', 'Violeta', 'estandar', 'Continental'),
('12651', '3335', 'WZA-649', 'Porsche', 'Violeta', 'estandar', 'Dunlop'),
('12652', '4275', 'EJS-958', 'Porsche', 'Dorado', 'automatico', 'Continental'),
('12653', '1854', 'VWZ-919', 'Maserati', 'Violeta', 'estandar', 'Brigdestone'),
('12654', '579', 'GJR-467', 'Lamborguini', 'Dorado', 'estandar', 'Continental'),
('12655', '1446', 'VVT-966', 'Peugeot', 'Plateado', 'automatico', 'Michelin'),
('12656', '3527', 'CTL-106', 'SSC', 'Crema', 'automatico', 'Dunlop'),
('12657', '2217', 'UBY-317', 'Dodge', 'Crema', 'automatico', 'Continental'),
('12658', '4645', 'DHQ-041', 'Honda', 'Borgoña', 'estandar', 'Brigdestone'),
('12659', '1467', 'RWW-465', 'Chrysler', 'Violeta', 'automatico', 'Michelin'),
('12660', '1496', 'AYF-885', 'Land Rover', 'Dorado', 'automatico', 'Continental'),
('12661', '366', 'GAM-946', 'Volkswagen', 'Plateado', 'automatico', 'Continental'),
('12662', '1413', 'BLF-841', 'SSC', 'Borgoña', 'automatico', 'Brigdestone'),
('12663', '752', 'CFU-280', 'Lamborguini', 'Plateado', 'estandar', 'Dunlop'),
('12664', '1729', 'RWU-330', 'Koenigsegg', 'Plateado', 'estandar', 'Continental'),
('12665', '2749', 'KEA-882', 'Dodge', 'Violeta', 'automatico', 'Continental'),
('12666', '225', 'TKZ-439', 'Koenigsegg', 'Dorado', 'automatico', 'Michelin'),
('12667', '2012', 'MZI-853', 'Jaguar', 'Cian', 'estandar', 'Dunlop'),
('12668', '2346', 'LDA-339', 'Kia', 'Dorado', 'automatico', 'Dunlop'),
('12669', '4043', 'TDY-605', 'Aston Martin', 'Cian', 'estandar', 'Michelin'),
('12670', '3858', 'KZZ-828', 'Alfa Romeo', 'Cian', 'estandar', 'Michelin'),
('12671', '3003', 'KDY-433', 'Peugeot', 'Violeta', 'automatico', 'Pirelli'),
('12672', '4045', 'RLO-619', 'Jeep', 'Violeta', 'automatico', 'Pirelli'),
('12673', '4689', 'UXY-985', 'Maserati', 'Violeta', 'estandar', 'Michelin'),
('12674', '3624', 'ENC-511', 'Volkswagen', 'Dorado', 'automatico', 'Michelin'),
('12675', '3185', 'WFB-589', 'Dodge', 'Borgoña', 'automatico', 'Continental'),
('12676', '1707', 'CFJ-265', 'Lamborguini', 'Borgoña', 'estandar', 'Pirelli'),
('12677', '2282', 'CND-484', 'Mazda', 'Borgoña', 'automatico', 'Pirelli'),
('12678', '5114', 'LBI-012', 'Jaguar', 'Crema', 'automatico', 'Pirelli'),
('12679', '3454', 'KOQ-978', 'Renault', 'Violeta', 'estandar', 'Pirelli'),
('12680', '3809', 'GBS-325', 'Chevrolet', 'Violeta', 'estandar', 'Continental'),
('12681', '4137', 'DSM-319', 'SSC', 'Cian', 'estandar', 'Michelin'),
('12682', '2718', 'PCH-655', 'Volkswagen', 'Borgoña', 'automatico', 'Brigdestone'),
('12683', '1724', 'DUW-100', 'Nissan', 'Crema', 'estandar', 'Pirelli'),
('12684', '831', 'VAC-351', 'Koenigsegg', 'Dorado', 'estandar', 'Brigdestone'),
('12685', '120', 'ROJ-750', 'Hyundai', 'Borgoña', 'estandar', 'Continental'),
('12686', '477', 'ISY-916', 'Audi', 'Plateado', 'automatico', 'Continental'),
('12687', '2036', 'UWN-061', 'Rimac', 'Borgoña', 'automatico', 'Pirelli'),
('12688', '4552', 'GDQ-369', 'Volkswagen', 'Dorado', 'estandar', 'Brigdestone'),
('12689', '3996', 'KRF-400', 'Rimac', 'Violeta', 'automatico', 'Dunlop'),
('12690', '356', 'RVS-457', 'Honda', 'Plateado', 'estandar', 'Dunlop'),
('12691', '5037', 'FQZ-365', 'Toyota', 'Violeta', 'estandar', 'Pirelli'),
('12692', '2318', 'EHJ-559', 'Audi', 'Cian', 'automatico', 'Pirelli'),
('12693', '2520', 'MWH-240', 'Kia', 'Crema', 'estandar', 'Pirelli'),
('12694', '2516', 'NSY-214', 'Bentley', 'Borgoña', 'estandar', 'Brigdestone'),
('12695', '1741', 'EBZ-997', 'Tesla', 'Plateado', 'automatico', 'Pirelli'),
('12696', '3972', 'XFG-279', 'Peugeot', 'Borgoña', 'estandar', 'Continental'),
('12697', '5066', 'PVL-930', 'Rimac', 'Cian', 'estandar', 'Michelin'),
('12698', '3302', 'OIL-660', 'Chrysler', 'Crema', 'automatico', 'Continental'),
('12699', '2688', 'PUN-602', 'Toyota', 'Violeta', 'estandar', 'Michelin'),
('12700', '3244', 'OFF-471', 'Aston Martin', 'Plateado', 'automatico', 'Brigdestone'),
('12701', '4656', 'UND-690', 'Alfa Romeo', 'Plateado', 'estandar', 'Dunlop'),
('12702', '1119', 'CCP-006', 'Chevrolet', 'Crema', 'automatico', 'Pirelli'),
('12703', '1252', 'QOF-522', 'Toyota', 'Dorado', 'estandar', 'Michelin'),
('12704', '517', 'BGG-432', 'Nissan', 'Crema', 'automatico', 'Dunlop'),
('12705', '2763', 'NRG-626', 'Tesla', 'Plateado', 'automatico', 'Michelin'),
('12706', '13', 'XWJ-558', 'Tesla', 'Borgoña', 'automatico', 'Continental'),
('12707', '2400', 'EYU-431', 'Hyundai', 'Cian', 'automatico', 'Pirelli'),
('12708', '4039', 'UMJ-894', 'Mercedes-Benz', 'Plateado', 'automatico', 'Michelin'),
('12709', '628', 'NSM-029', 'SSC', 'Plateado', 'estandar', 'Pirelli'),
('12710', '3892', 'EKO-591', 'Alfa Romeo', 'Borgoña', 'estandar', 'Pirelli'),
('12711', '3558', 'VJX-207', 'Renault', 'Violeta', 'automatico', 'Michelin'),
('12712', '3706', 'HMW-251', 'Porsche', 'Cian', 'automatico', 'Dunlop'),
('12713', '4606', 'HRV-151', 'Mazda', 'Borgoña', 'estandar', 'Dunlop'),
('12714', '2331', 'UCX-661', 'Toyota', 'Cian', 'estandar', 'Pirelli'),
('12715', '432', 'IYC-329', 'Renault', 'Violeta', 'estandar', 'Dunlop'),
('12716', '3255', 'RKF-713', 'Jaguar', 'Crema', 'estandar', 'Continental'),
('12717', '915', 'LAT-365', 'Bentley', 'Crema', 'automatico', 'Dunlop'),
('12718', '1196', 'SYU-355', 'Peugeot', 'Plateado', 'estandar', 'Pirelli'),
('12719', '2981', 'FTR-841', 'Porsche', 'Plateado', 'estandar', 'Pirelli'),
('12720', '4597', 'OSS-340', 'Porsche', 'Borgoña', 'automatico', 'Continental'),
('12721', '4343', 'XXQ-085', 'Kia', 'Cian', 'estandar', 'Brigdestone'),
('12722', '2559', 'IEI-178', 'Toyota', 'Crema', 'automatico', 'Brigdestone'),
('12723', '1317', 'TAD-970', 'Lamborguini', 'Plateado', 'estandar', 'Michelin'),
('12724', '2288', 'HWP-212', 'Alfa Romeo', 'Dorado', 'estandar', 'Brigdestone'),
('12725', '2576', 'UOP-045', 'Jeep', 'Dorado', 'automatico', 'Pirelli'),
('12726', '4145', 'WED-208', 'Bentley', 'Dorado', 'estandar', 'Continental'),
('12727', '3278', 'NAN-605', 'Aston Martin', 'Dorado', 'automatico', 'Brigdestone'),
('12728', '109', 'HFP-438', 'Mazda', 'Dorado', 'automatico', 'Continental'),
('12729', '502', 'WCH-740', 'Kia', 'Borgoña', 'automatico', 'Brigdestone'),
('12730', '4026', 'LQP-070', 'Audi', 'Violeta', 'automatico', 'Brigdestone'),
('12731', '905', 'YXB-076', 'Toyota', 'Borgoña', 'automatico', 'Pirelli'),
('12732', '3674', 'NOF-803', 'Toyota', 'Plateado', 'estandar', 'Dunlop'),
('12733', '3969', 'WJY-314', 'Jeep', 'Cian', 'automatico', 'Pirelli'),
('12734', '2922', 'FWX-747', 'Land Rover', 'Violeta', 'estandar', 'Michelin'),
('12735', '939', 'HVE-039', 'Chevrolet', 'Crema', 'automatico', 'Michelin'),
('12736', '2896', 'VMT-494', 'Mercedes-Benz', 'Plateado', 'estandar', 'Michelin'),
('12737', '1150', 'VCM-084', 'SSC', 'Plateado', 'automatico', 'Dunlop'),
('12738', '3984', 'QWE-571', 'Subaru', 'Borgoña', 'estandar', 'Dunlop'),
('12739', '4423', 'OJJ-536', 'Maserati', 'Plateado', 'automatico', 'Continental'),
('12740', '2574', 'EHT-328', 'SSC', 'Plateado', 'automatico', 'Dunlop'),
('12741', '3541', 'RFL-264', 'Rimac', 'Plateado', 'estandar', 'Brigdestone'),
('12742', '173', 'RCA-117', 'Kia', 'Violeta', 'estandar', 'Brigdestone'),
('12743', '3050', 'LYB-678', 'Chevrolet', 'Dorado', 'automatico', 'Continental'),
('12744', '4955', 'JLK-357', 'Renault', 'Violeta', 'estandar', 'Continental'),
('12745', '5014', 'ADT-169', 'Jaguar', 'Dorado', 'estandar', 'Dunlop'),
('12746', '2408', 'BBX-937', 'SSC', 'Crema', 'estandar', 'Brigdestone'),
('12747', '1847', 'QAD-826', 'Lamborguini', 'Cian', 'estandar', 'Dunlop'),
('12748', '4109', 'JRJ-802', 'Rimac', 'Violeta', 'estandar', 'Michelin'),
('12749', '2337', 'LZY-147', 'Alfa Romeo', 'Violeta', 'automatico', 'Pirelli'),
('12750', '1539', 'COJ-254', 'Porsche', 'Dorado', 'estandar', 'Michelin'),
('12751', '196', 'XHM-326', 'Kia', 'Borgoña', 'automatico', 'Michelin'),
('12752', '853', 'AZA-703', 'Land Rover', 'Cian', 'automatico', 'Dunlop'),
('12753', '4680', 'WUO-718', 'Aston Martin', 'Crema', 'estandar', 'Dunlop'),
('12754', '448', 'NZR-987', 'Aston Martin', 'Borgoña', 'automatico', 'Continental'),
('12755', '2264', 'YCD-573', 'Maserati', 'Plateado', 'estandar', 'Dunlop'),
('12756', '4359', 'NMK-724', 'Peugeot', 'Crema', 'automatico', 'Dunlop'),
('12757', '1551', 'CVP-535', 'Volkswagen', 'Borgoña', 'estandar', 'Continental'),
('12758', '5096', 'RAB-586', 'Aston Martin', 'Cian', 'estandar', 'Pirelli'),
('12759', '212', 'JMC-403', 'Aston Martin', 'Cian', 'estandar', 'Continental'),
('12760', '3538', 'MRT-653', 'Lamborguini', 'Violeta', 'automatico', 'Brigdestone'),
('12761', '4847', 'VJN-987', 'Jeep', 'Borgoña', 'automatico', 'Continental'),
('12762', '1201', 'NVU-048', 'Mazda', 'Borgoña', 'estandar', 'Pirelli'),
('12763', '2629', 'JFQ-336', 'Koenigsegg', 'Crema', 'estandar', 'Continental'),
('12764', '2994', 'YIG-066', 'Jeep', 'Cian', 'estandar', 'Dunlop'),
('12765', '2268', 'QNQ-817', 'Dodge', 'Plateado', 'estandar', 'Michelin'),
('12766', '37', 'NYS-181', 'Mercedes-Benz', 'Violeta', 'estandar', 'Continental'),
('12767', '307', 'CCT-527', 'Audi', 'Dorado', 'estandar', 'Dunlop'),
('12768', '1211', 'YQZ-089', 'Audi', 'Dorado', 'automatico', 'Pirelli'),
('12769', '4622', 'EOX-256', 'Audi', 'Dorado', 'estandar', 'Pirelli'),
('12770', '3548', 'FDP-698', 'Lamborguini', 'Borgoña', 'automatico', 'Michelin'),
('12771', '1460', 'RSN-939', 'Bentley', 'Crema', 'automatico', 'Continental'),
('12772', '2721', 'QWA-584', 'Hyundai', 'Borgoña', 'estandar', 'Continental'),
('12773', '3457', 'WCJ-090', 'Renault', 'Crema', 'estandar', 'Brigdestone'),
('12774', '1203', 'OGS-706', 'Aston Martin', 'Dorado', 'estandar', 'Michelin'),
('12775', '1437', 'VPG-703', 'Maserati', 'Borgoña', 'automatico', 'Brigdestone'),
('12776', '5078', 'KJH-872', 'Lamborguini', 'Cian', 'automatico', 'Pirelli'),
('12777', '4284', 'OLE-839', 'Mazda', 'Dorado', 'automatico', 'Pirelli'),
('12778', '4379', 'BWD-715', 'Renault', 'Dorado', 'automatico', 'Dunlop'),
('12779', '607', 'GEM-943', 'Audi', 'Borgoña', 'estandar', 'Brigdestone'),
('12780', '154', 'RAJ-573', 'Land Rover', 'Dorado', 'estandar', 'Pirelli'),
('12781', '1081', 'ZSZ-409', 'Maserati', 'Violeta', 'automatico', 'Continental'),
('12782', '4170', 'UUY-219', 'Jeep', 'Plateado', 'automatico', 'Brigdestone'),
('12783', '378', 'TPH-383', 'Nissan', 'Crema', 'estandar', 'Michelin'),
('12784', '676', 'UIN-459', 'Mazda', 'Violeta', 'estandar', 'Michelin'),
('12785', '170', 'RVI-363', 'Koenigsegg', 'Borgoña', 'automatico', 'Pirelli'),
('12786', '4919', 'TJS-946', 'SSC', 'Crema', 'automatico', 'Michelin'),
('12787', '5152', 'MJA-102', 'Kia', 'Crema', 'automatico', 'Dunlop'),
('12788', '4066', 'ERQ-310', 'Volkswagen', 'Cian', 'estandar', 'Continental'),
('12789', '3364', 'KXX-264', 'Cadillac', 'Cian', 'automatico', 'Dunlop'),
('12790', '2427', 'LVG-256', 'Chrysler', 'Dorado', 'estandar', 'Pirelli'),
('12791', '2726', 'RHI-071', 'Toyota', 'Borgoña', 'automatico', 'Dunlop'),
('12792', '2108', 'LAE-835', 'Aston Martin', 'Plateado', 'automatico', 'Continental'),
('12793', '4680', 'ZFN-731', 'Chevrolet', 'Borgoña', 'automatico', 'Dunlop'),
('12794', '135', 'PHT-148', 'Audi', 'Borgoña', 'automatico', 'Continental'),
('12795', '4424', 'LNB-896', 'Tesla', 'Violeta', 'estandar', 'Michelin'),
('12796', '859', 'HZO-073', 'Kia', 'Plateado', 'automatico', 'Dunlop'),
('12797', '2610', 'MRY-345', 'Chrysler', 'Dorado', 'estandar', 'Continental'),
('12798', '3956', 'GFF-218', 'Ford', 'Dorado', 'automatico', 'Continental'),
('12799', '4333', 'KZG-993', 'Toyota', 'Borgoña', 'estandar', 'Continental'),
('12800', '2604', 'QCE-763', 'Subaru', 'Borgoña', 'automatico', 'Dunlop'),
('12801', '576', 'ONW-482', 'Ford', 'Cian', 'automatico', 'Brigdestone'),
('12802', '2642', 'SOI-868', 'Lamborguini', 'Crema', 'automatico', 'Brigdestone'),
('12803', '2575', 'TIY-981', 'Koenigsegg', 'Dorado', 'automatico', 'Dunlop'),
('12804', '308', 'BOQ-058', 'Tesla', 'Violeta', 'automatico', 'Brigdestone'),
('12805', '3069', 'HPD-756', 'Maserati', 'Dorado', 'automatico', 'Michelin'),
('12806', '4806', 'SXP-897', 'Koenigsegg', 'Borgoña', 'estandar', 'Pirelli'),
('12807', '1493', 'EWE-785', 'Kia', 'Plateado', 'estandar', 'Pirelli'),
('12808', '3704', 'TCF-029', 'Honda', 'Plateado', 'automatico', 'Dunlop'),
('12809', '4643', 'AVY-154', 'Ford', 'Cian', 'automatico', 'Brigdestone'),
('12810', '2971', 'KHY-701', 'SSC', 'Crema', 'estandar', 'Continental'),
('12811', '1067', 'HES-736', 'Nissan', 'Violeta', 'automatico', 'Pirelli'),
('12812', '3976', 'AFZ-356', 'Bentley', 'Crema', 'automatico', 'Pirelli'),
('12813', '4877', 'QVX-643', 'Chevrolet', 'Dorado', 'automatico', 'Dunlop'),
('12814', '4232', 'PVJ-714', 'Jaguar', 'Dorado', 'estandar', 'Brigdestone'),
('12815', '457', 'OEO-639', 'Mazda', 'Cian', 'estandar', 'Continental'),
('12816', '1652', 'MRD-985', 'Audi', 'Borgoña', 'estandar', 'Pirelli'),
('12817', '662', 'TKO-106', 'Mercedes-Benz', 'Dorado', 'estandar', 'Continental'),
('12818', '2236', 'XLC-035', 'Porsche', 'Borgoña', 'automatico', 'Dunlop'),
('12819', '2538', 'JMW-570', 'Mazda', 'Dorado', 'estandar', 'Pirelli'),
('12820', '450', 'CPF-803', 'Koenigsegg', 'Cian', 'estandar', 'Continental'),
('12821', '4260', 'ZDG-172', 'Lamborguini', 'Cian', 'automatico', 'Dunlop'),
('12822', '671', 'PYB-814', 'Rimac', 'Crema', 'estandar', 'Continental'),
('12823', '993', 'EKW-875', 'Nissan', 'Cian', 'automatico', 'Brigdestone'),
('12824', '3321', 'QHJ-519', 'Jaguar', 'Borgoña', 'estandar', 'Pirelli'),
('12825', '1168', 'WEC-643', 'Porsche', 'Crema', 'estandar', 'Pirelli'),
('12826', '4536', 'BMA-532', 'Peugeot', 'Cian', 'automatico', 'Brigdestone'),
('12827', '4222', 'IUA-776', 'Chevrolet', 'Dorado', 'estandar', 'Pirelli'),
('12828', '4696', 'ZLS-312', 'Chevrolet', 'Borgoña', 'estandar', 'Continental'),
('12829', '3297', 'UZY-105', 'Rimac', 'Plateado', 'estandar', 'Brigdestone'),
('12830', '3863', 'BPA-791', 'Chrysler', 'Borgoña', 'automatico', 'Continental'),
('12831', '1789', 'RTM-271', 'Nissan', 'Dorado', 'estandar', 'Michelin'),
('12832', '4261', 'XQC-646', 'Renault', 'Dorado', 'estandar', 'Continental'),
('12833', '12', 'QXC-373', 'Toyota', 'Dorado', 'estandar', 'Pirelli'),
('12834', '4408', 'ZWG-317', 'Cadillac', 'Borgoña', 'automatico', 'Dunlop'),
('12835', '1293', 'CQI-659', 'Maserati', 'Dorado', 'automatico', 'Continental'),
('12836', '3099', 'WMG-870', 'Renault', 'Violeta', 'automatico', 'Dunlop'),
('12837', '814', 'BGA-284', 'Tesla', 'Plateado', 'automatico', 'Continental'),
('12838', '2792', 'MOH-611', 'Ford', 'Plateado', 'estandar', 'Continental'),
('12839', '3258', 'HQR-121', 'BMW', 'Crema', 'estandar', 'Michelin'),
('12840', '5046', 'BJH-041', 'Honda', 'Cian', 'estandar', 'Continental'),
('12841', '5014', 'BUW-758', 'Mercedes-Benz', 'Violeta', 'automatico', 'Dunlop'),
('12842', '2528', 'MCN-363', 'Tesla', 'Violeta', 'estandar', 'Michelin'),
('12843', '2606', 'TAH-743', 'Lamborguini', 'Plateado', 'automatico', 'Pirelli'),
('12844', '4623', 'YFW-230', 'Hyundai', 'Plateado', 'estandar', 'Michelin'),
('12845', '2608', 'SVK-851', 'Tesla', 'Cian', 'automatico', 'Pirelli'),
('12846', '5125', 'EVN-700', 'Jeep', 'Dorado', 'automatico', 'Brigdestone'),
('12847', '3427', 'XND-508', 'Ferrari', 'Plateado', 'estandar', 'Continental'),
('12848', '2384', 'TIT-416', 'Maserati', 'Cian', 'automatico', 'Brigdestone'),
('12849', '4151', 'VSN-213', 'Renault', 'Violeta', 'estandar', 'Michelin'),
('12850', '2027', 'SQX-536', 'Kia', 'Plateado', 'estandar', 'Continental'),
('12851', '3438', 'QPH-584', 'Lamborguini', 'Crema', 'estandar', 'Dunlop'),
('12852', '319', 'WVS-316', 'Cadillac', 'Borgoña', 'estandar', 'Dunlop'),
('12853', '3087', 'STF-704', 'Alfa Romeo', 'Violeta', 'automatico', 'Michelin'),
('12854', '2052', 'KGZ-570', 'Cadillac', 'Dorado', 'automatico', 'Continental'),
('12855', '466', 'TBH-810', 'Land Rover', 'Borgoña', 'estandar', 'Continental'),
('12856', '3254', 'JJQ-764', 'Audi', 'Violeta', 'estandar', 'Michelin'),
('12857', '1673', 'HXC-182', 'Peugeot', 'Crema', 'automatico', 'Brigdestone'),
('12858', '1036', 'REU-206', 'Renault', 'Crema', 'estandar', 'Continental'),
('12859', '33', 'KAB-306', 'BMW', 'Cian', 'estandar', 'Continental'),
('12860', '1773', 'MBR-792', 'Maserati', 'Cian', 'automatico', 'Continental'),
('12861', '997', 'BAA-424', 'Ford', 'Plateado', 'automatico', 'Brigdestone'),
('12862', '424', 'OKI-525', 'Koenigsegg', 'Violeta', 'estandar', 'Dunlop'),
('12863', '2939', 'XMI-858', 'Mercedes-Benz', 'Dorado', 'estandar', 'Michelin'),
('12864', '2474', 'NKD-736', 'Kia', 'Crema', 'estandar', 'Michelin'),
('12865', '3397', 'BMD-137', 'Audi', 'Plateado', 'estandar', 'Brigdestone'),
('12866', '2884', 'ONC-954', 'Volkswagen', 'Borgoña', 'estandar', 'Continental'),
('12867', '3587', 'UOC-231', 'Mercedes-Benz', 'Violeta', 'estandar', 'Brigdestone'),
('12868', '2577', 'NYO-430', 'Honda', 'Crema', 'automatico', 'Dunlop'),
('12869', '3782', 'RUT-962', 'BMW', 'Plateado', 'automatico', 'Continental'),
('12870', '5007', 'IND-506', 'Chevrolet', 'Cian', 'automatico', 'Michelin'),
('12871', '3659', 'ORQ-973', 'Alfa Romeo', 'Plateado', 'estandar', 'Continental'),
('12872', '770', 'WCN-383', 'Ford', 'Plateado', 'automatico', 'Brigdestone'),
('12873', '4144', 'KZG-336', 'Dodge', 'Dorado', 'estandar', 'Michelin'),
('12874', '3497', 'VNL-778', 'Bentley', 'Dorado', 'automatico', 'Brigdestone'),
('12875', '2783', 'XRB-304', 'Nissan', 'Dorado', 'automatico', 'Dunlop'),
('12876', '2927', 'IHR-746', 'Aston Martin', 'Plateado', 'automatico', 'Dunlop'),
('12877', '4179', 'ERN-313', 'Peugeot', 'Plateado', 'estandar', 'Pirelli'),
('12878', '4627', 'ANH-409', 'Subaru', 'Dorado', 'automatico', 'Michelin'),
('12879', '366', 'YGH-815', 'Bentley', 'Violeta', 'estandar', 'Brigdestone'),
('12880', '4515', 'NBZ-068', 'Maserati', 'Cian', 'automatico', 'Continental'),
('12881', '2056', 'MRV-322', 'Volkswagen', 'Crema', 'estandar', 'Brigdestone'),
('12882', '2036', 'UCO-623', 'Alfa Romeo', 'Dorado', 'estandar', 'Brigdestone'),
('12883', '3941', 'OPB-983', 'Honda', 'Dorado', 'estandar', 'Continental'),
('12884', '5150', 'VOJ-593', 'Nissan', 'Plateado', 'automatico', 'Dunlop'),
('12885', '700', 'JOJ-990', 'Renault', 'Plateado', 'automatico', 'Brigdestone'),
('12886', '681', 'TTF-425', 'Bentley', 'Cian', 'estandar', 'Brigdestone'),
('12887', '1641', 'PNR-570', 'Lamborguini', 'Violeta', 'automatico', 'Brigdestone'),
('12888', '4886', 'KFW-439', 'Koenigsegg', 'Dorado', 'automatico', 'Pirelli'),
('12889', '2842', 'WNB-913', 'Land Rover', 'Borgoña', 'automatico', 'Continental'),
('12890', '974', 'RQV-657', 'Maserati', 'Dorado', 'estandar', 'Brigdestone'),
('12891', '4401', 'EGW-743', 'Honda', 'Violeta', 'estandar', 'Pirelli'),
('12892', '4459', 'OIS-730', 'Rimac', 'Borgoña', 'estandar', 'Brigdestone'),
('12893', '4025', 'HSF-480', 'BMW', 'Cian', 'estandar', 'Dunlop'),
('12894', '3388', 'CYU-408', 'Chrysler', 'Crema', 'estandar', 'Dunlop'),
('12895', '1937', 'KZS-014', 'Kia', 'Crema', 'estandar', 'Michelin'),
